0.000	40.000	11.348	0.000	11.348	28.652	0.000	20.000	0.000	0.000	0.000
0.005	40.000	11.348	0.000	11.348	28.652	0.000	20.000	0.000	0.000	0.000
0.010	40.000	11.781	0.000	11.781	28.219	0.000	20.000	0.000	0.000	0.000
0.015	40.000	11.657	0.000	11.657	28.343	0.000	20.000	0.000	0.000	0.000
0.020	40.000	11.657	0.000	11.657	28.343	0.000	20.000	0.000	0.000	0.000
0.025	40.000	11.562	0.000	11.562	28.438	0.000	20.000	0.000	0.000	0.000
0.030	40.000	11.619	0.000	11.619	28.381	0.000	20.000	0.000	0.000	0.000
0.035	40.000	11.619	0.000	11.619	28.381	0.000	20.000	0.000	0.000	0.000
0.040	40.000	11.439	0.000	11.439	28.561	0.000	20.000	0.000	0.000	0.000
0.045	40.000	11.439	0.000	11.439	28.561	0.000	20.000	0.000	0.000	0.000
0.050	40.000	11.363	0.000	11.363	28.637	0.000	20.000	0.000	0.000	0.000
0.055	40.000	11.372	0.000	11.372	28.628	0.000	20.000	0.000	0.000	0.000
0.060	40.000	11.372	0.000	11.372	28.628	0.000	20.000	0.000	0.000	0.000
0.065	40.000	11.351	0.000	11.351	28.649	0.000	20.000	0.000	0.000	0.000
0.070	40.000	11.357	0.000	11.357	28.643	0.000	20.000	0.000	0.000	0.000
0.075	40.000	11.357	0.000	11.357	28.643	0.000	20.000	0.000	0.000	0.000
0.080	40.000	11.455	0.000	11.455	28.545	0.000	20.000	0.000	0.000	0.000
0.085	40.000	11.455	0.000	11.455	28.545	0.000	20.000	0.000	0.000	0.000
0.090	40.000	11.343	0.000	11.343	28.657	0.000	20.000	0.000	0.000	0.000
0.095	40.000	11.786	0.000	11.786	28.214	0.000	20.000	0.000	0.000	0.000
0.100	40.000	11.786	0.000	11.786	28.214	0.000	20.000	0.000	0.000	0.000
0.105	40.000	11.651	0.000	11.651	28.349	0.000	20.000	0.000	0.000	0.000
0.110	40.000	11.565	0.000	11.565	28.435	0.000	20.000	0.000	0.000	0.000
0.115	40.000	11.565	0.000	11.565	28.435	0.000	20.000	0.000	0.000	0.000
0.120	40.000	11.625	0.000	11.625	28.375	0.000	20.000	0.000	0.000	0.000
0.125	40.000	11.440	0.000	11.440	28.560	0.000	20.000	0.000	0.000	0.000
0.130	40.000	11.440	0.000	11.440	28.560	0.000	20.000	0.000	0.000	0.000
0.135	40.000	11.366	0.000	11.366	28.634	0.000	20.000	0.000	0.000	0.000
0.140	40.000	11.366	0.000	11.366	28.634	0.000	20.000	0.000	0.000	0.000
0.145	40.000	11.382	0.000	11.382	28.618	0.000	20.000	0.000	0.000	0.000
0.150	40.000	11.361	0.000	11.361	28.639	0.000	20.000	0.000	0.000	0.000
0.155	40.000	11.361	0.000	11.361	28.639	0.000	20.000	0.000	0.000	0.000
0.160	40.000	11.364	0.000	11.364	28.636	0.000	20.000	0.000	0.000	0.000
0.165	40.000	11.467	0.000	11.467	28.533	0.000	20.000	0.000	0.000	0.000
0.170	40.000	11.467	0.000	11.467	28.533	0.000	20.000	0.000	0.000	0.000
0.175	40.000	11.350	0.000	11.350	28.650	0.000	20.000	0.000	0.000	0.000
0.180	40.000	11.350	0.000	11.350	28.650	0.000	20.000	0.000	0.000	0.000
0.185	40.000	11.795	0.000	11.795	28.205	0.000	20.000	0.000	0.000	0.000
0.190	40.000	11.656	0.000	11.656	28.344	0.000	20.000	0.000	0.000	0.000
0.195	40.000	11.656	0.000	11.656	28.344	0.000	20.000	0.000	0.000	0.000
0.200	40.000	11.575	0.000	11.575	28.425	0.000	20.000	0.000	0.000	0.000
0.205	40.000	11.633	0.000	11.633	28.367	0.000	20.000	0.000	0.000	0.000
0.210	40.000	11.633	0.000	11.633	28.367	0.000	20.000	0.000	0.000	0.000
0.215	40.000	11.452	0.000	11.452	28.548	0.000	20.000	0.000	0.000	0.000
0.220	40.000	11.377	0.000	11.377	28.623	0.000	20.000	0.000	0.000	0.000
0.225	40.000	11.377	0.000	11.377	28.623	0.000	20.000	0.000	0.000	0.000
0.230	40.000	11.386	0.000	11.386	28.614	0.000	20.000	0.000	0.000	0.000
0.235	40.000	11.386	0.000	11.386	28.614	0.000	20.000	0.000	0.000	0.000
0.240	40.000	11.363	0.000	11.363	28.637	0.000	20.000	0.000	0.000	0.000
0.245	40.000	11.371	0.000	11.371	28.629	0.000	20.000	0.000	0.000	0.000
0.250	40.000	11.371	0.000	11.371	28.629	0.000	20.000	0.000	0.000	0.000
0.255	40.000	11.471	0.000	11.471	28.529	0.000	20.000	0.000	0.000	0.000
0.260	40.000	11.362	0.000	11.362	28.638	0.000	20.000	0.000	0.000	0.000
0.265	40.000	11.362	0.000	11.362	28.638	0.000	20.000	0.000	0.000	0.000
0.270	40.000	11.796	0.000	11.796	28.204	0.000	20.000	0.000	0.000	0.000
0.275	40.000	11.796	0.000	11.796	28.204	0.000	20.000	0.000	0.000	0.000
0.280	40.000	11.663	0.000	11.663	28.337	0.000	20.000	0.000	0.000	0.000
0.285	40.000	11.587	0.000	11.587	28.413	0.000	20.000	0.000	0.000	0.000
0.290	40.000	11.587	0.000	11.587	28.413	0.000	20.000	0.000	0.000	0.000
0.295	40.000	11.637	0.000	11.637	28.363	0.000	20.000	0.000	0.000	0.000
0.300	40.000	11.460	0.000	11.460	28.540	0.000	20.000	0.000	0.000	0.000
0.305	40.000	11.460	0.000	11.460	28.540	0.000	20.000	0.000	0.000	0.000
0.310	40.000	11.389	0.000	11.389	28.611	0.000	20.000	0.000	0.000	0.000
0.315	40.000	11.402	0.000	11.402	28.598	0.000	20.000	0.000	0.000	0.000
0.320	40.000	11.402	0.000	11.402	28.598	0.000	20.000	0.000	0.000	0.000
0.325	40.000	11.379	0.000	11.379	28.621	0.000	20.000	0.000	0.000	0.000
0.330	40.000	11.379	0.000	11.379	28.621	0.000	20.000	0.000	0.000	0.000
0.335	40.000	11.383	0.000	11.383	28.617	0.000	20.000	0.000	0.000	0.000
0.340	40.000	11.488	0.000	11.488	28.512	0.000	20.000	0.000	0.000	0.000
0.345	40.000	11.488	0.000	11.488	28.512	0.000	20.000	0.000	0.000	0.000
0.350	40.000	11.375	0.000	11.375	28.625	0.000	20.000	0.000	0.000	0.000
0.355	40.000	11.818	0.000	11.818	28.182	0.000	20.000	0.000	0.000	0.000
0.360	40.000	11.818	0.000	11.818	28.182	0.000	20.000	0.000	0.000	0.000
0.365	40.000	11.683	0.000	11.683	28.317	0.000	20.000	0.000	0.000	0.000
0.370	40.000	11.597	0.000	11.597	28.403	0.000	20.000	0.000	0.000	0.000
0.375	40.000	11.597	0.000	11.597	28.403	0.000	20.000	0.000	0.000	0.000
0.380	40.000	11.663	0.000	11.663	28.337	0.000	20.000	0.000	0.000	0.000
0.385	40.000	11.663	0.000	11.663	28.337	0.000	20.000	0.000	0.000	0.000
0.390	40.000	11.475	0.000	11.475	28.525	0.000	20.000	0.000	0.000	0.000
0.395	40.000	11.401	0.000	11.401	28.599	0.000	20.000	0.000	0.000	0.000
0.400	40.000	11.401	0.000	11.401	28.599	0.000	20.000	0.000	0.000	0.000
0.405	40.000	11.419	0.000	11.419	28.581	0.000	20.000	0.000	0.000	0.000
0.410	40.000	11.390	0.000	11.390	28.610	0.000	20.000	0.000	0.000	0.000
0.415	40.000	11.390	0.000	11.390	28.610	0.000	20.000	0.000	0.000	0.000
0.420	40.000	11.396	0.000	11.396	28.604	0.000	20.000	0.000	0.000	0.000
0.425	40.000	11.396	0.000	11.396	28.604	0.000	20.000	0.000	0.000	0.000
0.430	40.000	11.497	0.000	11.497	28.503	0.000	20.000	0.000	0.000	0.000
0.435	40.000	11.390	0.000	11.390	28.610	0.000	20.000	0.000	0.000	0.000
0.440	40.000	11.390	0.000	11.390	28.610	0.000	20.000	0.000	0.000	0.000
0.445	40.000	11.826	0.000	11.826	28.174	0.000	20.000	0.000	0.000	0.000
0.450	40.000	11.691	0.000	11.691	28.309	0.000	20.000	0.000	0.000	0.000
0.455	40.000	11.691	0.000	11.691	28.309	0.000	20.000	0.000	0.000	0.000
0.460	40.000	11.612	0.000	11.612	28.388	0.000	20.000	0.000	0.000	0.000
0.465	40.000	11.666	0.000	11.666	28.334	0.000	20.000	0.000	0.000	0.000
0.470	40.000	11.666	0.000	11.666	28.334	0.000	20.000	0.000	0.000	0.000
0.475	40.000	11.487	0.000	11.487	28.513	0.000	20.000	0.000	0.000	0.000
0.480	40.000	11.487	0.000	11.487	28.513	0.000	20.000	0.000	0.000	0.000
0.485	40.000	11.411	0.000	11.411	28.589	0.000	20.000	0.000	0.000	0.000
0.490	40.000	11.429	0.000	11.429	28.571	0.000	20.000	0.000	0.000	0.000
0.495	40.000	11.429	0.000	11.429	28.571	0.000	20.000	0.000	0.000	0.000
0.500	40.000	11.402	0.000	11.402	28.598	0.000	20.000	0.000	0.000	0.000
0.505	40.000	11.407	0.000	11.407	28.593	0.000	20.000	0.000	0.000	0.000
0.510	40.000	11.407	0.000	11.407	28.593	0.000	20.000	0.000	0.000	0.000
0.515	40.000	11.503	0.000	11.503	28.497	0.000	20.000	0.000	0.000	0.000
0.520	40.000	11.503	0.000	11.503	28.497	0.000	20.000	0.000	0.000	0.000
0.525	40.000	11.399	0.000	11.399	28.601	0.000	20.000	0.000	0.000	0.000
0.530	40.000	11.838	0.000	11.838	28.162	0.000	20.000	0.000	0.000	0.000
0.535	40.000	11.838	0.000	11.838	28.162	0.000	20.000	0.000	0.000	0.000
0.540	40.000	11.706	0.000	11.706	28.294	0.000	20.000	0.000	0.000	0.000
0.545	40.000	11.614	0.000	11.614	28.386	0.000	20.000	0.000	0.000	0.000
0.550	40.000	11.614	0.000	11.614	28.386	0.000	20.000	0.000	0.000	0.000
0.555	40.000	11.676	0.000	11.676	28.324	0.000	20.000	0.000	0.000	0.000
0.560	40.000	11.493	0.000	11.493	28.507	0.000	20.000	0.000	0.000	0.000
0.565	40.000	11.493	0.000	11.493	28.507	0.000	20.000	0.000	0.000	0.000
0.570	40.000	11.418	0.000	11.418	28.582	0.000	20.000	0.000	0.000	0.000
0.575	40.000	11.418	0.000	11.418	28.582	0.000	20.000	0.000	0.000	0.000
0.580	40.000	11.429	0.000	11.429	28.571	0.000	20.000	0.000	0.000	0.000
0.585	40.000	11.410	0.000	11.410	28.590	0.000	20.000	0.000	0.000	0.000
0.590	40.000	11.410	0.000	11.410	28.590	0.000	20.000	0.000	0.000	0.000
0.595	40.000	11.420	0.000	11.420	28.580	0.000	20.000	0.000	0.000	0.000
0.600	40.000	11.511	0.000	11.511	28.489	0.000	20.000	0.000	0.000	0.000
0.605	40.000	11.511	0.000	11.511	28.489	0.000	20.000	0.000	0.000	0.000
0.610	40.000	11.403	0.000	11.403	28.597	0.000	20.000	0.000	0.000	0.000
0.615	40.000	11.844	0.000	11.844	28.156	0.000	20.000	0.000	0.000	0.000
0.620	40.000	11.844	0.000	11.844	28.156	0.000	20.000	0.000	0.000	0.000
0.625	40.000	11.710	0.000	11.710	28.290	0.000	20.000	0.000	0.000	0.000
0.630	40.000	11.710	0.000	11.710	28.290	0.000	20.000	0.000	0.000	0.000
0.635	40.000	11.622	0.000	11.622	28.378	0.000	20.000	0.000	0.000	0.000
0.640	40.000	11.678	0.000	11.678	28.322	0.000	20.000	0.000	0.000	0.000
0.645	40.000	11.678	0.000	11.678	28.322	0.000	20.000	0.000	0.000	0.000
0.650	40.000	11.495	0.000	11.495	28.505	0.000	20.000	0.000	0.000	0.000
0.655	40.000	11.416	0.000	11.416	28.584	0.000	20.000	0.000	0.000	0.000
0.660	40.000	11.416	0.000	11.416	28.584	0.000	20.000	0.000	0.000	0.000
0.665	40.000	11.430	0.000	11.430	28.570	0.000	20.000	0.000	0.000	0.000
0.670	40.000	11.406	0.000	11.406	28.594	0.000	20.000	0.000	0.000	0.000
0.675	40.000	11.406	0.000	11.406	28.594	0.000	20.000	0.000	0.000	0.000
0.680	40.000	11.416	0.000	11.416	28.584	0.000	20.000	0.000	0.000	0.000
0.685	40.000	11.416	0.000	11.416	28.584	0.000	20.000	0.000	0.000	0.000
0.690	40.000	11.511	0.000	11.511	28.489	0.000	20.000	0.000	0.000	0.000
0.695	40.000	11.402	0.000	11.402	28.598	0.000	20.000	0.000	0.000	0.000
0.700	40.000	11.402	0.000	11.402	28.598	0.000	20.000	0.000	0.000	0.000
0.705	40.000	11.846	0.000	11.846	28.154	0.000	20.000	0.000	0.000	0.000
0.710	40.000	11.711	0.000	11.711	28.289	0.000	20.000	0.000	0.000	0.000
0.715	40.000	11.711	0.000	11.711	28.289	0.000	20.000	0.000	0.000	0.000
0.720	40.000	11.622	0.000	11.622	28.378	0.000	20.000	0.000	0.000	0.000
0.725	40.000	11.683	0.000	11.683	28.317	0.000	20.000	0.000	0.000	0.000
0.730	40.000	11.683	0.000	11.683	28.317	0.000	20.000	0.000	0.000	0.000
0.735	40.000	11.502	0.000	11.502	28.498	0.000	20.000	0.000	0.000	0.000
0.740	40.000	11.502	0.000	11.502	28.498	0.000	20.000	0.000	0.000	0.000
0.745	40.000	11.431	0.000	11.431	28.569	0.000	20.000	0.000	0.000	0.000
0.750	40.000	11.439	0.000	11.439	28.561	0.000	20.000	0.000	0.000	0.000
0.755	40.000	11.439	0.000	11.439	28.561	0.000	20.000	0.000	0.000	0.000
